Timestamp,Ticker,Last Price
"2025-03-10 17:16:38,118",AAPL,225.90
"2025-03-10 17:16:38,616",TSLA,218.65
"2025-03-10 17:16:39,170",QQQ,471.78
"2025-03-10 17:16:39,618",AAPL,225.91
"2025-03-10 17:16:39,867",TSLA,218.60
"2025-03-10 17:16:40,118",AAPL,225.92
"2025-03-10 17:16:40,618",AAPL,225.98
"2025-03-10 17:16:41,119",AAPL,226.00
"2025-03-10 17:16:41,121",TSLA,218.66
"2025-03-10 17:16:41,620",TSLA,218.61
"2025-03-10 17:16:42,122",TSLA,218.62
"2025-03-10 17:16:43,373",TSLA,218.66
"2025-03-10 17:16:45,124",TSLA,218.68
"2025-03-10 17:16:45,876",TSLA,218.70
"2025-03-10 17:16:47,127",TSLA,218.73
"2025-03-10 17:16:47,627",TSLA,218.78
"2025-03-10 17:16:49,184",TSLA,218.79
"2025-03-10 17:16:49,630",TSLA,218.80
"2025-03-10 17:16:51,133",COIN,179.10
"2025-03-10 17:16:53,136",TSLA,218.86
"2025-03-10 17:16:53,635",TSLA,218.88
"2025-03-10 17:16:54,136",TSLA,218.89
"2025-03-10 17:16:55,139",TSLA,218.88
"2025-03-10 17:16:55,640",TSLA,218.97
"2025-03-10 17:16:56,139",TSLA,218.94
"2025-03-10 17:16:57,642",TSLA,219.00
"2025-03-10 17:17:00,145",QQQ,471.88
"2025-03-10 17:17:01,896",TSLA,218.85
"2025-03-10 17:17:04,650",TSLA,218.82
"2025-03-10 17:17:05,651",TSLA,218.80
"2025-03-10 17:17:06,152",TSLA,218.81
"2025-03-10 17:17:06,652",TSLA,218.80
"2025-03-10 17:17:06,902",COIN,179.80
"2025-03-10 17:17:13,912",TSLA,218.81
"2025-03-10 17:17:14,663",TSLA,218.80
"2025-03-10 17:17:23,925",TSLA,218.75
"2025-03-10 17:17:31,684",TSLA,218.80
"2025-03-10 17:17:32,186",QQQ,471.78
"2025-03-10 17:17:35,440",TSLA,218.76
"2025-03-10 17:17:35,940",TSLA,218.75
"2025-03-10 17:17:36,691",TSLA,218.74
"2025-03-10 17:17:37,693",TSLA,218.70
"2025-03-10 17:17:39,444",TSLA,218.80
"2025-03-10 17:17:42,450",QQQ,471.70
"2025-03-10 17:17:43,951",TSLA,218.66
"2025-03-10 17:17:46,204",AAPL,226.01
"2025-03-10 17:17:46,954",TSLA,218.75
"2025-03-10 17:17:50,208",COIN,179.41
"2025-03-10 17:17:50,210",TSLA,218.66
"2025-03-10 17:17:55,965",TSLA,218.60
"2025-03-10 17:18:03,975",TSLA,218.61
"2025-03-10 17:18:04,475",TSLA,218.60
"2025-03-10 17:18:06,729",TSLA,218.64
"2025-03-10 17:18:08,731",TSLA,218.51
"2025-03-10 17:18:11,485",QQQ,471.50
"2025-03-10 17:18:14,488",AAPL,225.75
"2025-03-10 17:18:14,989",AAPL,225.74
"2025-03-10 17:18:20,996",TSLA,218.42
"2025-03-10 17:18:24,751",TSLA,218.51
"2025-03-10 17:18:26,516",TSLA,218.55
"2025-03-10 17:18:29,257",TSLA,218.43
"2025-03-10 17:18:34,263",TSLA,218.50
"2025-03-10 17:18:35,765",TSLA,218.42
"2025-03-10 17:18:37,543",TSLA,218.41
"2025-03-10 17:18:39,296",TSLA,218.40
"2025-03-10 17:18:39,795",TSLA,218.41
"2025-03-10 17:18:40,274",TSLA,218.40
"2025-03-10 17:18:42,300",TSLA,218.36
"2025-03-10 17:18:44,553",TSLA,218.37
"2025-03-10 17:18:45,778",TSLA,218.36
"2025-03-10 17:18:49,796",TSLA,218.34
"2025-03-10 17:18:50,306",TSLA,218.32
"2025-03-10 17:18:52,298",TSLA,218.26
"2025-03-10 17:18:52,804",TSLA,218.32
"2025-03-10 17:18:53,559",QQQ,471.61
"2025-03-10 17:18:53,810",TSLA,218.26
"2025-03-10 17:18:54,308",TSLA,218.29
"2025-03-10 17:18:55,544",TSLA,218.30
"2025-03-10 17:18:56,041",TSLA,218.21
"2025-03-10 17:18:56,816",TSLA,218.32
"2025-03-10 17:18:57,292",TSLA,218.18
"2025-03-10 17:18:59,296",AAPL,225.98
"2025-03-10 17:18:59,796",AAPL,225.97
"2025-03-10 17:18:59,798",TSLA,218.20
"2025-03-10 17:18:59,799",QQQ,471.72
"2025-03-10 17:19:01,053",TSLA,218.31
"2025-03-10 17:19:01,299",QQQ,471.78
"2025-03-10 17:19:01,814",QQQ,471.80
"2025-03-10 17:19:03,551",TSLA,218.30
"2025-03-10 17:19:04,553",AAPL,225.98
"2025-03-10 17:19:04,554",TSLA,218.18
"2025-03-10 17:19:05,053",AAPL,225.97
"2025-03-10 17:19:05,303",TSLA,218.21
"2025-03-10 17:19:05,554",QQQ,471.78
"2025-03-10 17:19:05,807",TSLA,218.25
"2025-03-10 17:19:06,555",TSLA,218.18
"2025-03-10 17:19:08,056",TSLA,218.28
"2025-03-10 17:19:13,064",TSLA,218.25
"2025-03-10 17:19:16,067",AAPL,226.00
"2025-03-10 17:19:16,569",QQQ,471.61
"2025-03-10 17:19:18,571",TSLA,218.23
"2025-03-10 17:19:19,822",QQQ,471.74
"2025-03-10 17:19:20,824",QQQ,471.77
"2025-03-10 17:19:22,325",TSLA,218.27
"2025-03-10 17:19:22,827",QQQ,471.80
"2025-03-10 17:19:22,828",TSLA,218.35
"2025-03-10 17:19:23,327",TSLA,218.36
"2025-03-10 17:19:23,828",TSLA,218.40
"2025-03-10 17:19:24,327",TSLA,218.27
"2025-03-10 17:19:28,834",TSLA,218.40
"2025-03-10 17:19:30,085",AAPL,226.35
"2025-03-10 17:19:30,586",AAPL,226.47
"2025-03-10 17:19:31,837",TSLA,218.39
"2025-03-10 17:19:32,838",TSLA,218.40
"2025-03-10 17:19:35,842",TSLA,218.23
"2025-03-10 17:19:37,345",QQQ,471.94
"2025-03-10 17:19:38,617",TSLA,218.31
"2025-03-10 17:19:40,753",TSLA,218.33
"2025-03-10 17:19:41,254",TSLA,218.32
"2025-03-10 17:19:41,753",TSLA,218.36
"2025-03-10 17:19:42,256",TSLA,218.42
"2025-03-10 17:19:45,509",QQQ,471.96
"2025-03-10 17:19:46,760",TSLA,218.36
"2025-03-10 17:19:47,261",TSLA,218.35
"2025-03-10 17:19:47,762",TSLA,218.33
"2025-03-10 17:19:50,016",TSLA,218.49
"2025-03-10 17:19:52,769",COIN,179.01
"2025-03-10 17:19:57,025",TSLA,218.50
"2025-03-10 17:19:59,081",TSLA,218.38
"2025-03-10 17:20:04,034",TSLA,218.36
"2025-03-10 17:20:04,785",TSLA,218.27
"2025-03-10 17:20:05,285",TSLA,218.37
"2025-03-10 17:20:07,539",AAPL,226.12
"2025-03-10 17:20:07,789",TSLA,218.30
"2025-03-10 17:20:08,039",AAPL,226.05
"2025-03-10 17:20:08,290",TSLA,218.40
"2025-03-10 17:20:09,793",COIN,179.24
"2025-03-10 17:20:15,050",TSLA,218.37
"2025-03-10 17:20:18,554",TSLA,218.39
"2025-03-10 17:20:19,557",QQQ,471.70
"2025-03-10 17:20:21,309",TSLA,218.40
"2025-03-10 17:20:21,811",QQQ,471.78
"2025-03-10 17:20:32,075",AAPL,226.02
"2025-03-10 17:20:34,327",TSLA,218.38
"2025-03-10 17:20:36,081",TSLA,218.35
"2025-03-10 17:20:36,581",TSLA,218.36
"2025-03-10 17:20:42,089",TSLA,218.29
"2025-03-10 17:20:45,343",QQQ,471.76
"2025-03-10 17:20:46,595",COIN,179.25
"2025-03-10 17:20:48,097",TSLA,218.38
"2025-03-10 17:20:48,598",TSLA,218.37
"2025-03-10 17:20:49,599",TSLA,218.28
"2025-03-10 17:20:50,851",TSLA,218.36
"2025-03-10 17:20:58,610",QQQ,471.80
"2025-03-10 17:21:00,864",TSLA,218.39
"2025-03-10 17:21:06,371",TSLA,218.34
"2025-03-10 17:21:06,872",TSLA,218.35
"2025-03-10 17:21:07,874",TSLA,218.28
"2025-03-10 17:21:07,875",QQQ,471.90
"2025-03-10 17:21:08,374",COIN,179.50
"2025-03-10 17:21:11,378",TSLA,218.30
"2025-03-10 17:21:13,631",TSLA,218.35
"2025-03-10 17:21:14,634",AAPL,226.40
"2025-03-10 17:21:15,134",AAPL,226.39
"2025-03-10 17:21:15,885",TSLA,218.34
"2025-03-10 17:21:16,386",TSLA,218.38
"2025-03-10 17:21:17,636",TSLA,218.34
"2025-03-10 17:21:18,639",TSLA,218.31
"2025-03-10 17:21:19,191",TSLA,218.30
"2025-03-10 17:21:20,641",TSLA,218.27
"2025-03-10 17:21:24,897",TSLA,218.18
"2025-03-10 17:21:25,898",TSLA,218.17
"2025-03-10 17:21:26,399",TSLA,218.16
"2025-03-10 17:21:26,900",QQQ,471.87
"2025-03-10 17:21:28,652",QQQ,471.85
"2025-03-10 17:21:29,755",TSLA,218.15
"2025-03-10 17:21:30,155",TSLA,218.14
"2025-03-10 17:21:30,654",TSLA,218.17
"2025-03-10 17:21:31,656",TSLA,218.10
"2025-03-10 17:21:32,656",TSLA,218.07
"2025-03-10 17:21:33,159",QQQ,471.89
"2025-03-10 17:21:34,660",TSLA,218.10
"2025-03-10 17:21:35,661",TSLA,218.11
"2025-03-10 17:21:35,663",COIN,179.47
"2025-03-10 17:21:36,663",TSLA,218.10
"2025-03-10 17:21:36,913",QQQ,471.88
"2025-03-10 17:21:38,165",TSLA,218.11
"2025-03-10 17:21:38,166",QQQ,471.91
"2025-03-10 17:21:38,665",TSLA,218.20
"2025-03-10 17:21:38,667",QQQ,471.92
"2025-03-10 17:21:39,218",TSLA,218.22
"2025-03-10 17:21:40,668",TSLA,218.15
"2025-03-10 17:21:44,675",QQQ,471.90
"2025-03-10 17:21:44,676",TSLA,218.16
"2025-03-10 17:21:45,175",QQQ,471.89
"2025-03-10 17:21:45,676",QQQ,471.93
"2025-03-10 17:21:46,177",QQQ,471.95
"2025-03-10 17:21:46,677",QQQ,471.94
"2025-03-10 17:21:47,679",TSLA,218.22
"2025-03-10 17:21:48,430",TSLA,218.16
"2025-03-10 17:21:50,182",TSLA,218.27
"2025-03-10 17:21:50,933",TSLA,218.21
"2025-03-10 17:21:51,935",QQQ,471.99
"2025-03-10 17:21:52,686",COIN,179.15
"2025-03-10 17:21:52,937",TSLA,218.23
"2025-03-10 17:21:54,188",TSLA,218.29
"2025-03-10 17:21:55,190",QQQ,472.00
"2025-03-10 17:21:55,191",TSLA,218.30
"2025-03-10 17:21:56,690",TSLA,218.33
"2025-03-10 17:21:57,192",TSLA,218.30
"2025-03-10 17:21:57,442",QQQ,471.97
"2025-03-10 17:21:57,693",TSLA,218.35
"2025-03-10 17:21:58,192",TSLA,218.32
"2025-03-10 17:21:58,193",QQQ,471.98
"2025-03-10 17:21:58,944",AAPL,226.44
"2025-03-10 17:21:59,695",TSLA,218.29
"2025-03-10 17:22:00,697",TSLA,218.40
"2025-03-10 17:22:01,699",QQQ,471.99
"2025-03-10 17:22:02,199",TSLA,218.38
"2025-03-10 17:22:05,454",TSLA,218.29
"2025-03-10 17:22:05,954",TSLA,218.40
"2025-03-10 17:22:06,705",TSLA,218.29
"2025-03-10 17:22:07,206",TSLA,218.31
"2025-03-10 17:22:09,709",AAPL,226.22
"2025-03-10 17:22:11,212",TSLA,218.39
"2025-03-10 17:22:16,218",TSLA,218.36
"2025-03-10 17:22:16,718",TSLA,218.31
"2025-03-10 17:22:17,220",TSLA,218.37
"2025-03-10 17:22:18,472",TSLA,218.38
"2025-03-10 17:22:20,725",TSLA,218.32
"2025-03-10 17:22:21,225",TSLA,218.36
"2025-03-10 17:22:22,728",TSLA,218.40
"2025-03-10 17:22:24,983",QQQ,472.15
"2025-03-10 17:22:26,233",TSLA,218.31
"2025-03-10 17:22:26,734",TSLA,218.30
"2025-03-10 17:22:27,235",TSLA,218.36
"2025-03-10 17:22:27,484",AAPL,226.35
"2025-03-10 17:22:28,236",TSLA,218.32
"2025-03-10 17:22:31,990",TSLA,218.33
"2025-03-10 17:22:33,993",TSLA,218.31
"2025-03-10 17:22:34,493",TSLA,218.29
"2025-03-10 17:22:35,496",QQQ,472.17
"2025-03-10 17:22:38,748",TSLA,218.31
"2025-03-10 17:22:39,309",TSLA,218.21
"2025-03-10 17:22:40,501",TSLA,218.25
"2025-03-10 17:22:41,253",TSLA,218.21
"2025-03-10 17:22:46,009",TSLA,218.29
"2025-03-10 17:22:46,261",QQQ,472.04
"2025-03-10 17:22:49,014",QQQ,472.09
"2025-03-10 17:22:50,266",TSLA,218.28
"2025-03-10 17:22:51,017",QQQ,472.10
"2025-03-10 17:22:57,025",TSLA,218.29
"2025-03-10 17:22:57,526",TSLA,218.16
"2025-03-10 17:22:58,026",TSLA,218.14
"2025-03-10 17:22:58,527",TSLA,218.15
"2025-03-10 17:23:03,638",TSLA,218.24
"2025-03-10 17:23:04,138",TSLA,218.14
"2025-03-10 17:23:04,639",TSLA,218.16
"2025-03-10 17:23:05,140",TSLA,218.15
"2025-03-10 17:23:06,892",TSLA,218.16
"2025-03-10 17:23:08,144",TSLA,218.15
"2025-03-10 17:23:09,395",TSLA,218.20
"2025-03-10 17:23:10,896",QQQ,472.07
"2025-03-10 17:23:11,397",QQQ,472.08
"2025-03-10 17:23:11,787",TSLA,218.19
"2025-03-10 17:23:12,376",QQQ,472.07
"2025-03-10 17:23:13,128",TSLA,218.16
"2025-03-10 17:23:13,970",QQQ,472.09
"2025-03-10 17:23:14,471",QQQ,472.08
"2025-03-10 17:23:15,222",TSLA,218.15
"2025-03-10 17:23:18,727",TSLA,218.16
"2025-03-10 17:23:23,233",QQQ,472.07
"2025-03-10 17:23:27,990",TSLA,218.15
"2025-03-10 17:23:28,240",QQQ,472.09
"2025-03-10 17:23:28,489",TSLA,218.20
"2025-03-10 17:23:29,845",TSLA,218.25
"2025-03-10 17:23:31,995",QQQ,472.11
"2025-03-10 17:23:33,497",TSLA,218.16
"2025-03-10 17:23:36,251",TSLA,218.25
"2025-03-10 17:23:37,504",QQQ,472.10
"2025-03-10 17:23:41,507",AAPL,226.05
"2025-03-10 17:23:44,512",COIN,179.38
"2025-03-10 17:23:47,517",COIN,179.50
"2025-03-10 17:23:58,780",QQQ,472.11
"2025-03-10 17:24:03,287",QQQ,472.07
"2025-03-10 17:24:09,545",TSLA,218.20
"2025-03-10 17:24:10,046",TSLA,218.25
"2025-03-10 17:24:12,299",TSLA,218.24
"2025-03-10 17:24:12,799",TSLA,218.25
"2025-03-10 17:24:13,801",TSLA,218.21
"2025-03-10 17:24:14,301",TSLA,218.31
"2025-03-10 17:24:14,803",TSLA,218.25
"2025-03-10 17:24:17,055",COIN,179.66
"2025-03-10 17:24:17,557",COIN,179.13
"2025-03-10 17:24:19,810",TSLA,218.38
"2025-03-10 17:24:20,311",TSLA,218.39
"2025-03-10 17:24:25,567",TSLA,218.30
"2025-03-10 17:24:26,068",TSLA,218.31
"2025-03-10 17:24:27,073",TSLA,218.40
"2025-03-10 17:24:29,663",TSLA,218.39
"2025-03-10 17:24:36,082",TSLA,218.38
"2025-03-10 17:24:38,837",TSLA,218.40
"2025-03-10 17:24:45,095",TSLA,218.42
"2025-03-10 17:24:45,595",TSLA,218.36
"2025-03-10 17:24:46,097",TSLA,218.51
"2025-03-10 17:24:46,597",TSLA,218.39
"2025-03-10 17:24:47,098",TSLA,218.50
"2025-03-10 17:24:47,849",TSLA,218.44
"2025-03-10 17:24:48,349",TSLA,218.35
"2025-03-10 17:24:50,602",QQQ,472.00
"2025-03-10 17:24:51,103",TSLA,218.40
"2025-03-10 17:25:01,869",TSLA,218.49
"2025-03-10 17:25:03,371",TSLA,218.42
"2025-03-10 17:25:03,872",TSLA,218.49
"2025-03-10 17:25:06,125",TSLA,218.53
"2025-03-10 17:25:07,127",TSLA,218.48
"2025-03-10 17:25:07,627",TSLA,218.50
"2025-03-10 17:25:09,181",TSLA,218.55
"2025-03-10 17:25:14,386",TSLA,218.50
"2025-03-10 17:25:15,638",AAPL,226.01
"2025-03-10 17:25:19,647",TSLA,218.49
"2025-03-10 17:25:21,397",TSLA,218.50
"2025-03-10 17:25:25,652",TSLA,218.57
"2025-03-10 17:25:29,754",TSLA,218.59
"2025-03-10 17:25:30,158",TSLA,218.60
"2025-03-10 17:25:33,914",TSLA,218.55
"2025-03-10 17:25:37,169",TSLA,218.61
"2025-03-10 17:25:38,671",TSLA,218.65
"2025-03-10 17:25:41,175",TSLA,218.61
"2025-03-10 17:25:41,676",TSLA,218.66
"2025-03-10 17:25:44,430",TSLA,218.60
"2025-03-10 17:25:46,682",TSLA,218.70
"2025-03-10 17:25:48,686",COIN,179.43
"2025-03-10 17:25:48,687",TSLA,218.74
"2025-03-10 17:25:49,239",COIN,179.50
"2025-03-10 17:25:49,241",QQQ,472.11
"2025-03-10 17:25:49,687",COIN,179.12
"2025-03-10 17:25:49,689",QQQ,472.03
"2025-03-10 17:25:50,438",TSLA,218.61
"2025-03-10 17:25:50,939",TSLA,218.75
"2025-03-10 17:25:54,193",TSLA,218.73
"2025-03-10 17:25:55,696",TSLA,218.72
"2025-03-10 17:25:56,195",TSLA,218.56
"2025-03-10 17:25:56,447",QQQ,472.00
"2025-03-10 17:25:56,697",TSLA,218.54
"2025-03-10 17:25:57,448",TSLA,218.51
"2025-03-10 17:25:58,449",TSLA,218.41
"2025-03-10 17:25:58,949",TSLA,218.46
"2025-03-10 17:26:02,956",TSLA,218.64
"2025-03-10 17:26:04,708",AAPL,226.17
"2025-03-10 17:26:08,213",TSLA,218.45
"2025-03-10 17:26:08,713",TSLA,218.50
"2025-03-10 17:26:10,966",TSLA,218.59
"2025-03-10 17:26:12,218",TSLA,218.50
"2025-03-10 17:26:13,220",TSLA,218.57
"2025-03-10 17:26:18,477",TSLA,218.52
"2025-03-10 17:26:18,978",TSLA,218.51
"2025-03-10 17:26:20,480",TSLA,218.41
"2025-03-10 17:26:20,981",TSLA,218.50
"2025-03-10 17:26:22,233",TSLA,218.48
"2025-03-10 17:26:26,990",QQQ,472.15
"2025-03-10 17:26:27,240",TSLA,218.51
"2025-03-10 17:26:28,493",QQQ,472.16
"2025-03-10 17:26:28,993",QQQ,472.17
"2025-03-10 17:26:30,995",TSLA,218.50
"2025-03-10 17:26:31,495",TSLA,218.44
"2025-03-10 17:26:31,996",TSLA,218.51
"2025-03-10 17:26:32,498",QQQ,472.16
"2025-03-10 17:26:32,998",QQQ,472.19
"2025-03-10 17:26:38,255",TSLA,218.57
"2025-03-10 17:26:40,008",TSLA,218.59
"2025-03-10 17:26:45,767",TSLA,218.62
"2025-03-10 17:26:49,771",TSLA,218.63
"2025-03-10 17:26:50,272",TSLA,218.59
"2025-03-10 17:26:50,774",QQQ,472.20
"2025-03-10 17:26:51,274",TSLA,218.57
"2025-03-10 17:26:51,277",QQQ,472.23
"2025-03-10 17:26:52,526",TSLA,218.63
"2025-03-10 17:26:53,779",AAPL,226.21
"2025-03-10 17:26:54,780",QQQ,472.30
"2025-03-10 17:26:58,033",TSLA,218.62
"2025-03-10 17:26:58,534",TSLA,218.63
"2025-03-10 17:26:59,339",QQQ,472.34
"2025-03-10 17:26:59,536",TSLA,218.67
"2025-03-10 17:27:00,036",TSLA,218.84
"2025-03-10 17:27:00,538",TSLA,219.00
"2025-03-10 17:27:01,039",TSLA,218.70
"2025-03-10 17:27:04,543",TSLA,218.85
"2025-03-10 17:27:04,795",QQQ,472.37
"2025-03-10 17:27:05,545",TSLA,218.83
"2025-03-10 17:27:05,796",AAPL,226.22
"2025-03-10 17:27:06,046",TSLA,218.81
"2025-03-10 17:27:06,548",TSLA,218.85
"2025-03-10 17:27:07,047",AAPL,226.25
"2025-03-10 17:27:07,298",TSLA,218.84
"2025-03-10 17:27:07,549",AAPL,226.40
"2025-03-10 17:27:07,798",TSLA,218.90
"2025-03-10 17:27:11,303",TSLA,218.96
"2025-03-10 17:27:11,804",TSLA,219.01
"2025-03-10 17:27:13,305",TSLA,218.99
"2025-03-10 17:27:15,558",TSLA,219.00
"2025-03-10 17:27:17,561",TSLA,218.96
"2025-03-10 17:27:21,317",TSLA,218.98
"2025-03-10 17:27:24,071",TSLA,218.95
"2025-03-10 17:27:24,572",TSLA,218.96
"2025-03-10 17:27:26,074",TSLA,218.93
"2025-03-10 17:27:27,576",TSLA,218.67
"2025-03-10 17:27:28,326",QQQ,472.40
"2025-03-10 17:27:28,578",TSLA,218.66
"2025-03-10 17:27:44,849",TSLA,218.88
"2025-03-10 17:27:47,603",TSLA,218.93
"2025-03-10 17:27:48,855",TSLA,218.89
"2025-03-10 17:27:52,860",AAPL,226.46
"2025-03-10 17:27:52,862",TSLA,218.88
"2025-03-10 17:27:54,112",TSLA,218.80
"2025-03-10 17:27:58,368",TSLA,218.79
"2025-03-10 17:27:59,370",TSLA,218.71
"2025-03-10 17:28:02,124",TSLA,218.82
"2025-03-10 17:28:07,631",TSLA,218.87
"2025-03-10 17:28:11,637",TSLA,218.86
"2025-03-10 17:28:14,892",AAPL,226.40
"2025-03-10 17:28:15,393",TSLA,218.85
"2025-03-10 17:28:15,394",AAPL,226.45
"2025-03-10 17:28:16,395",TSLA,218.81
"2025-03-10 17:28:19,204",TSLA,218.87
"2025-03-10 17:28:22,153",TSLA,218.80
"2025-03-10 17:28:26,660",TSLA,218.87
"2025-03-10 17:28:30,164",TSLA,218.86
"2025-03-10 17:28:34,421",TSLA,218.85
"2025-03-10 17:28:37,424",TSLA,218.80
"2025-03-10 17:28:49,246",TSLA,218.73
"2025-03-10 17:28:52,446",TSLA,218.72
"2025-03-10 17:28:53,948",TSLA,218.70
"2025-03-10 17:29:01,208",TSLA,218.62
"2025-03-10 17:29:02,961",TSLA,218.60
"2025-03-10 17:29:03,462",TSLA,218.69
"2025-03-10 17:29:05,213",TSLA,218.68
"2025-03-10 17:29:05,715",TSLA,218.69
"2025-03-10 17:29:07,466",TSLA,218.66
"2025-03-10 17:29:07,967",TSLA,218.60
"2025-03-10 17:29:10,221",QQQ,472.20
"2025-03-10 17:29:12,224",AAPL,226.03
"2025-03-10 17:29:12,225",TSLA,218.70
"2025-03-10 17:29:15,978",TSLA,218.75
"2025-03-10 17:29:20,740",TSLA,218.80
"2025-03-10 17:29:21,236",TSLA,218.75
"2025-03-10 17:29:31,000",TSLA,218.72
"2025-03-10 17:29:32,752",QQQ,472.13
"2025-03-10 17:29:35,505",TSLA,218.75
"2025-03-10 17:29:40,262",TSLA,218.86
"2025-03-10 17:29:42,016",TSLA,218.72
"2025-03-10 17:29:42,516",TSLA,218.84
"2025-03-10 17:29:43,518",TSLA,218.83
"2025-03-10 17:29:44,018",TSLA,218.86
"2025-03-10 17:29:44,769",TSLA,218.85
"2025-03-10 17:29:45,269",TSLA,218.86
"2025-03-10 17:29:49,526",TSLA,218.75
"2025-03-10 17:29:53,031",QQQ,472.20
"2025-03-10 17:29:53,531",QQQ,472.23
"2025-03-10 17:29:57,537",QQQ,472.13
"2025-03-10 17:30:01,543",QQQ,472.20
"2025-03-10 17:30:05,297",TSLA,218.85
"2025-03-10 17:30:05,797",TSLA,218.86
"2025-03-10 17:30:06,799",TSLA,218.89
"2025-03-10 17:30:07,550",TSLA,218.86
"2025-03-10 17:30:08,051",TSLA,218.99
"2025-03-10 17:30:10,304",TSLA,218.98
"2025-03-10 17:30:10,805",TSLA,218.99
"2025-03-10 17:30:14,560",TSLA,218.97
"2025-03-10 17:30:14,562",QQQ,472.40
"2025-03-10 17:30:15,812",TSLA,218.99
"2025-03-10 17:30:17,064",TSLA,219.00
"2025-03-10 17:30:18,064",TSLA,219.13
"2025-03-10 17:30:18,565",TSLA,219.09
"2025-03-10 17:30:19,066",TSLA,219.00
"2025-03-10 17:30:19,817",AAPL,226.01
"2025-03-10 17:30:22,320",TSLA,219.08
"2025-03-10 17:30:23,072",TSLA,219.01
"2025-03-10 17:30:27,578",TSLA,219.18
"2025-03-10 17:30:32,335",TSLA,219.11
"2025-03-10 17:30:32,835",TSLA,219.05
"2025-03-10 17:30:33,337",TSLA,219.11
"2025-03-10 17:30:42,850",TSLA,219.10
"2025-03-10 17:30:44,601",TSLA,219.11
"2025-03-10 17:30:45,603",TSLA,219.12
"2025-03-10 17:30:47,856",TSLA,219.20
"2025-03-10 17:30:49,859",TSLA,219.22
"2025-03-10 17:30:52,112",TSLA,219.13
"2025-03-10 17:30:56,369",TSLA,219.21
"2025-03-10 17:30:56,869",TSLA,219.13
"2025-03-10 17:30:57,370",TSLA,219.19
"2025-03-10 17:31:00,624",TSLA,219.17
"2025-03-10 17:31:10,138",TSLA,219.18
"2025-03-10 17:31:10,889",TSLA,219.15
"2025-03-10 17:31:14,142",TSLA,219.20
"2025-03-10 17:31:15,896",TSLA,219.25
"2025-03-10 17:31:16,395",TSLA,219.20
"2025-03-10 17:31:16,896",TSLA,219.25
"2025-03-10 17:31:17,397",QQQ,472.46
"2025-03-10 17:31:19,400",TSLA,219.30
"2025-03-10 17:31:22,906",TSLA,219.25
"2025-03-10 17:31:23,406",QQQ,472.50
"2025-03-10 17:31:24,157",TSLA,219.20
"2025-03-10 17:31:24,657",TSLA,219.15
"2025-03-10 17:31:25,158",TSLA,219.14
"2025-03-10 17:31:26,661",TSLA,219.15
"2025-03-10 17:31:27,161",TSLA,219.19
"2025-03-10 17:31:27,662",TSLA,219.11
"2025-03-10 17:31:29,216",AAPL,226.46
"2025-03-10 17:31:29,915",TSLA,219.15
"2025-03-10 17:31:30,415",TSLA,219.18
"2025-03-10 17:31:31,417",TSLA,219.19
